id|symbol|date|price|volume
TSLA_2022-06-13|TSLA|2022-06-13|215.73666381835938|102767400
GOOGL_2022-06-13|GOOGL|2022-06-13|106.39250183105469|47252000
NFLX_2022-06-13|NFLX|2022-06-13|169.69000244140625|10222400
AMZN_2022-06-13|AMZN|2022-06-13|103.66999816894531|99277700
GOOGL_2022-06-14|GOOGL|2022-06-14|106.71549987792969|33706000
MSFT_2022-06-14|MSFT|2022-06-14|242.67869567871094|28651500
TSLA_2022-06-14|TSLA|2022-06-14|220.88999938964844|97988700
NFLX_2022-06-14|NFLX|2022-06-14|167.5399932861328|11555300
META_2022-06-14|META|2022-06-14|163.72999572753906|27244300
AAPL_2022-06-14|AAPL|2022-06-14|132.15451049804688|84784300
AMZN_2022-06-14|AMZN|2022-06-14|102.30999755859375|69728800
META_2022-06-15|META|2022-06-15|169.35000610351562|30008300
TSLA_2022-06-15|TSLA|2022-06-15|233.0|119131800
AAPL_2022-06-15|AAPL|2022-06-15|134.81231689453125|91533000
GOOGL_2022-06-15|GOOGL|2022-06-15|109.7645034790039|39698000
MSFT_2022-06-15|MSFT|2022-06-15|249.8948211669922|33111700
AMZN_2022-06-15|AMZN|2022-06-15|107.66999816894531|85011100
NFLX_2022-06-15|NFLX|2022-06-15|180.11000061035156|12396000
META_2022-06-16|META|2022-06-16|160.8699951171875|26944100
AMZN_2022-06-16|AMZN|2022-06-16|103.66000366210938|82186300
AAPL_2022-06-16|AAPL|2022-06-16|129.46682739257812|108123900
NFLX_2022-06-16|NFLX|2022-06-16|173.35000610351562|8201300
TSLA_2022-06-16|TSLA|2022-06-16|213.10000610351562|107390700
GOOGL_2022-06-16|GOOGL|2022-06-16|106.03350067138672|51684000
MSFT_2022-06-16|MSFT|2022-06-16|243.15512084960938|33169200
AAPL_2022-06-17|AAPL|2022-06-17|130.95997619628906|134520300
AMZN_2022-06-17|AMZN|2022-06-17|106.22000122070312|99772100
META_2022-06-17|META|2022-06-17|163.74000549316406|31374200
TSLA_2022-06-17|TSLA|2022-06-17|216.75999450683594|92641800
MSFT_2022-06-17|MSFT|2022-06-17|245.8152618408203|43084800
NFLX_2022-06-17|NFLX|2022-06-17|175.50999450683594|12133400
GOOGL_2022-06-17|GOOGL|2022-06-17|107.14350128173828|51376000
META_2022-06-21|META|2022-06-21|157.0500030517578|50724900
AMZN_2022-06-21|AMZN|2022-06-21|108.68000030517578|70901200
GOOGL_2022-06-21|GOOGL|2022-06-21|111.54399871826172|47416000
NFLX_2022-06-21|NFLX|2022-06-21|170.91000366210938|12177600
TSLA_2022-06-21|TSLA|2022-06-21|237.0366668701172|122793000
MSFT_2022-06-21|MSFT|2022-06-21|251.86016845703125|29928300
AAPL_2022-06-21|AAPL|2022-06-21|135.25030517578125|81000500
NFLX_2022-06-22|NFLX|2022-06-22|178.88999938964844|11992400
GOOGL_2022-06-22|GOOGL|2022-06-22|111.48750305175781|30774000
TSLA_2022-06-22|TSLA|2022-06-22|236.086669921875|101107500
META_2022-06-22|META|2022-06-22|155.85000610351562|47267800
MSFT_2022-06-22|MSFT|2022-06-22|251.2546844482422|25939900
AAPL_2022-06-22|AAPL|2022-06-22|134.7327117919922|73409200
AMZN_2022-06-22|AMZN|2022-06-22|108.94999694824219|60040100
NFLX_2022-06-23|NFLX|2022-06-23|181.7100067138672|9538200
TSLA_2022-06-23|TSLA|2022-06-23|235.07000732421875|104202600
META_2022-06-23|META|2022-06-23|158.75|40499200
